CustomerID,TypeOfIncident,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,MonthOfIncident
Cust14154,Single Vehicle Collision,Total Loss,Fire,State7,City3,NO,2,2,,58933,10025,10025,38883,2
Cust14156,Multi-vehicle Collision,Total Loss,Fire,State5,City2,NO,0,1,,66974,12177,12177,42620,2
Cust14157,Single Vehicle Collision,Total Loss,Fire,State7,City3,,0,0,,41823,6253,6294,29276,1
Cust14159,Parked Car,Trivial Damage,None,State8,City1,,1,0,,4032,733,434,2865,2
Cust1416,Single Vehicle Collision,Total Loss,Other,State9,City5,NO,1,3,NO,61270,5570,11140,44560,1
Cust14160,Multi-vehicle Collision,Total Loss,Ambulance,State9,City5,YES,2,1,,71717,13599,6799,51319,2
Cust14161,Multi-vehicle Collision,Major Damage,Police,State5,City1,,0,1,NO,72332,13151,6576,52605,2
Cust14167,Multi-vehicle Collision,Major Damage,Ambulance,State7,City2,NO,2,0,NO,52751,10803,5778,36170,1
Cust14168,Multi-vehicle Collision,Minor Damage,Ambulance,State7,City6,NO,0,2,YES,47109,7847,5236,34026,2
Cust14169,Multi-vehicle Collision,Total Loss,Other,State9,City4,NO,1,1,,47145,8319,4159,34667,1
Cust1417,Single Vehicle Collision,Total Loss,Police,State5,City6,,0,2,YES,71440,8930,8930,53580,2
Cust14170,Single Vehicle Collision,Minor Damage,Other,State7,City6,YES,1,0,YES,58565,6507,6507,45551,1
Cust14171,Multi-vehicle Collision,Minor Damage,Ambulance,State4,City7,,0,1,,51305,8580,8493,34232,2
Cust14172,Parked Car,Minor Damage,Police,State8,City1,YES,2,3,,5741,536,1530,3675,1
Cust14173,Single Vehicle Collision,Major Damage,Police,State9,City5,YES,0,3,YES,46387,8434,4217,33736,2
Cust14174,Single Vehicle Collision,Total Loss,Fire,State5,City2,,0,2,NO,55810,6201,6201,43408,2
Cust14176,Multi-vehicle Collision,Total Loss,Other,State5,City1,NO,1,3,YES,63289,5805,11327,46157,1
Cust14177,Multi-vehicle Collision,Major Damage,Ambulance,State9,City7,NO,1,3,,62166,6907,6254,49005,2
Cust14178,Single Vehicle Collision,Total Loss,Other,State5,City3,,1,0,,68987,7214,9246,52527,2
Cust14179,Vehicle Theft,Minor Damage,Police,State4,City4,NO,1,2,YES,25926,2699,118,23109,2
Cust14180,Parked Car,Trivial Damage,None,State5,City5,YES,1,2,NO,5676,877,568,4231,2
Cust14181,Multi-vehicle Collision,Total Loss,Fire,State7,City3,NO,2,1,,52504,8350,8350,35804,2
Cust14182,Multi-vehicle Collision,Minor Damage,Fire,State9,City4,YES,2,1,,72706,6610,13219,52877,2
Cust14183,Single Vehicle Collision,Total Loss,Police,State9,City3,,2,2,YES,70489,13842,13842,42805,2
Cust14184,Multi-vehicle Collision,Minor Damage,Fire,State5,City2,NO,0,2,,69382,12826,9039,47517,1
Cust14185,Multi-vehicle Collision,Total Loss,Ambulance,State7,City5,YES,0,0,YES,51255,5680,11361,34214,1
Cust14187,Single Vehicle Collision,Major Damage,Fire,State7,City1,YES,0,3,YES,73689,7075,14150,52464,1
Cust14189,Single Vehicle Collision,Total Loss,Other,State3,City2,,1,3,NO,77209,6678,11891,58640,1
Cust14190,Multi-vehicle Collision,Major Damage,Police,State7,City1,YES,0,2,NO,63676,7022,6427,50227,1
Cust14191,Single Vehicle Collision,Minor Damage,Ambulance,State8,City7,,1,2,NO,44121,4341,5050,34730,1
Cust14192,Multi-vehicle Collision,Major Damage,Other,State9,City3,NO,0,0,NO,66133,13160,8884,44089,1
Cust14193,Multi-vehicle Collision,Major Damage,Ambulance,State7,City3,NO,0,0,NO,64868,12052,9571,43245,1
Cust14194,Single Vehicle Collision,Total Loss,Other,State7,City6,NO,1,3,,87657,7796,15592,64269,2
Cust14196,Vehicle Theft,Minor Damage,None,State8,City7,YES,2,1,,5390,922,567,3901,1
Cust14197,Multi-vehicle Collision,Minor Damage,Police,State4,City5,NO,1,3,,55663,8866,8866,37931,2
Cust14198,Single Vehicle Collision,Major Damage,Police,State9,City7,NO,1,0,YES,52736,10256,5128,37352,1
Cust14200,Single Vehicle Collision,Major Damage,Ambulance,State4,City2,,0,3,NO,55925,10168,9078,36679,1
Cust14202,Multi-vehicle Collision,Major Damage,Other,State9,City1,NO,1,0,NO,61710,9284,9284,43142,1
Cust14203,Multi-vehicle Collision,Major Damage,Ambulance,State5,City4,YES,2,1,,68014,13188,3468,51358,1
Cust14204,Multi-vehicle Collision,Total Loss,Fire,State7,City1,YES,1,2,YES,60276,6598,5885,47793,2
Cust14206,Single Vehicle Collision,Minor Damage,Other,State5,City3,,2,2,,78726,13439,6720,58567,2
Cust14208,Multi-vehicle Collision,Total Loss,Fire,State7,City3,NO,1,2,YES,60883,7170,5968,47745,2
Cust14209,Single Vehicle Collision,Major Damage,Other,State9,City5,NO,0,1,,67832,9659,9659,48514,2
Cust1421,Single Vehicle Collision,Major Damage,Ambulance,State7,City4,NO,2,2,,69300,6930,13860,48510,1
Cust14211,Multi-vehicle Collision,Major Damage,Police,State5,City3,,2,2,NO,68365,6215,12430,49720,1
Cust14213,Single Vehicle Collision,Major Damage,Ambulance,State7,City7,,1,3,,88612,8283,16566,63763,2
Cust14214,Single Vehicle Collision,Major Damage,Fire,State7,City3,YES,0,3,NO,72156,7776,6661,57719,1
Cust14215,Multi-vehicle Collision,Minor Damage,Other,State3,City3,NO,1,3,YES,68589,12409,9331,46849,1
Cust14216,Multi-vehicle Collision,Major Damage,Police,State7,City4,,0,2,NO,78261,6773,18812,52676,1
Cust14217,Single Vehicle Collision,Major Damage,Other,State9,City5,,0,0,,68335,9878,9878,48579,2
Cust14219,Single Vehicle Collision,Major Damage,Police,State4,City7,,0,0,,69389,13878,6939,48572,1
Cust1422,Single Vehicle Collision,Total Loss,Ambulance,State7,City4,,1,0,NO,81120,13520,20280,47320,1
Cust14220,Multi-vehicle Collision,Total Loss,Other,State5,City1,NO,0,1,,46719,4672,8105,33942,1
Cust14222,Single Vehicle Collision,Minor Damage,Fire,State5,City5,NO,1,1,NO,80025,13034,13034,53957,1
Cust14223,Single Vehicle Collision,Major Damage,Ambulance,State8,City2,NO,0,1,NO,60078,2632,6383,51063,1
Cust14224,Single Vehicle Collision,Major Damage,Other,State5,City4,YES,1,2,YES,62267,10973,7404,43890,2
Cust14226,Single Vehicle Collision,Major Damage,Police,State5,City5,NO,1,2,YES,71844,14369,7184,50291,1
Cust14227,Single Vehicle Collision,Major Damage,Ambulance,State7,City2,YES,2,3,,75124,6957,13914,54253,2
Cust14228,Single Vehicle Collision,Major Damage,Police,State4,City2,,1,2,NO,72662,7244,14488,50930,2
Cust14229,Multi-vehicle Collision,Major Damage,Fire,State9,City4,YES,2,1,NO,67111,11850,5925,49336,2
Cust1423,Single Vehicle Collision,Major Damage,Other,State9,City2,,0,0,,91260,14040,14040,63180,2
Cust14230,Single Vehicle Collision,Major Damage,Ambulance,State7,City7,NO,1,2,,67012,7493,7493,52026,2
Cust14231,Multi-vehicle Collision,Major Damage,Other,State7,City7,NO,1,0,,107612,16556,14020,77036,2
Cust14232,Multi-vehicle Collision,Total Loss,Police,State4,City2,YES,1,3,YES,62063,9122,9122,43819,1
Cust14233,Multi-vehicle Collision,Minor Damage,Ambulance,State4,City5,NO,0,3,,58214,11227,6653,40334,2
Cust14235,Single Vehicle Collision,Major Damage,Ambulance,State9,City1,,2,1,NO,81273,7434,21799,52040,1
Cust14236,Single Vehicle Collision,Major Damage,Other,State7,City6,NO,2,2,YES,71487,10880,10880,49727,2
Cust14237,Single Vehicle Collision,Minor Damage,Ambulance,State6,City3,,1,2,NO,46424,5011,5011,36402,1
Cust1424,Single Vehicle Collision,Minor Damage,Fire,State7,City4,,0,0,,60600,6060,12120,42420,1
Cust14240,Multi-vehicle Collision,Major Damage,Fire,State7,City3,YES,1,0,,72419,13167,6584,52668,2
Cust14241,Vehicle Theft,Trivial Damage,None,State7,City2,,0,2,YES,2905,520,265,2120,1
Cust14242,Single Vehicle Collision,Total Loss,Fire,State9,City2,,1,0,YES,56988,7188,5699,44101,2
Cust14243,Multi-vehicle Collision,Major Damage,Other,State4,City4,,1,0,NO,53125,10081,10081,32963,1
Cust14244,Single Vehicle Collision,Major Damage,Police,State9,City2,YES,1,3,,76845,6850,13700,56295,1
Cust14245,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City7,,1,2,YES,79575,7234,14468,57873,2
Cust14246,Single Vehicle Collision,Major Damage,Other,State9,City3,,2,3,,69725,12677,6339,50709,2
Cust14247,Single Vehicle Collision,Major Damage,Other,State5,City4,YES,1,2,YES,62295,10967,7461,43867,2
Cust14249,Multi-vehicle Collision,Minor Damage,Other,State6,City5,,0,2,YES,53627,6711,9745,37171,2
Cust1425,Multi-vehicle Collision,Major Damage,Ambulance,State5,City1,,0,3,YES,64800,6480,12960,45360,1
Cust14250,Single Vehicle Collision,Major Damage,Fire,State5,City2,NO,1,2,NO,72999,14025,7012,51962,1
Cust14253,Multi-vehicle Collision,Total Loss,Ambulance,State4,City7,,0,1,YES,94400,13285,15073,66042,2
Cust14254,Multi-vehicle Collision,Total Loss,Fire,State7,City7,NO,1,0,,55596,5054,10108,40434,2
Cust14255,Multi-vehicle Collision,Major Damage,Police,State7,City4,NO,1,2,NO,82553,7505,15010,60038,2
Cust14258,Single Vehicle Collision,Major Damage,Police,State7,City7,YES,0,1,YES,57306,6336,12672,38298,1
Cust14259,Single Vehicle Collision,Total Loss,Fire,State7,City4,NO,0,2,YES,47784,5306,5321,37157,1
Cust14260,Single Vehicle Collision,Major Damage,Police,State7,City1,NO,2,0,,57252,7691,7691,41870,2
Cust14261,Multi-vehicle Collision,Major Damage,Ambulance,State9,City1,NO,1,1,,60860,5587,11173,44100,2
Cust14265,Single Vehicle Collision,Major Damage,Police,State9,City4,YES,0,1,YES,60082,6209,12418,41455,1
Cust14266,Vehicle Theft,Minor Damage,Police,State5,City1,NO,2,1,YES,4834,830,830,3174,1
Cust14268,Single Vehicle Collision,Major Damage,Other,State7,City5,YES,1,2,,68833,8065,8065,52703,2
Cust14269,Multi-vehicle Collision,Major Damage,Fire,State4,City2,,0,1,NO,56053,6374,6374,43305,1
Cust1427,Single Vehicle Collision,Total Loss,Ambulance,State9,City1,NO,0,2,,58200,5820,5820,46560,1
Cust14270,Multi-vehicle Collision,Major Damage,Police,State4,City2,YES,1,2,YES,52934,5277,5445,42212,1
Cust14273,Multi-vehicle Collision,Major Damage,Fire,State9,City1,NO,0,3,,56131,9814,5613,40704,2
Cust14275,Multi-vehicle Collision,Major Damage,Ambulance,State3,City5,YES,0,3,,31480,2862,5724,22894,2
Cust14276,Single Vehicle Collision,Major Damage,Ambulance,State5,City7,,0,2,,77812,15829,12969,49014,1
Cust14277,Multi-vehicle Collision,Major Damage,Fire,State8,City7,NO,1,2,NO,63708,6585,6371,50752,2
Cust14278,Multi-vehicle Collision,Major Damage,Other,State7,City1,,0,2,YES,53844,8441,5045,40358,2
Cust1428,Single Vehicle Collision,Minor Damage,Police,State4,City3,,1,0,NO,60570,6730,6730,47110,2
Cust14280,Multi-vehicle Collision,Major Damage,Ambulance,State5,City7,,1,3,NO,78143,7104,14208,56831,1
Cust14282,Single Vehicle Collision,Major Damage,Ambulance,State7,City4,,1,2,YES,65322,6208,7926,51188,2
Cust14283,Single Vehicle Collision,Total Loss,Police,State4,City3,,2,3,NO,66189,16167,10981,39041,1
Cust14284,Single Vehicle Collision,Major Damage,Fire,State8,City5,,1,3,,76005,14863,13172,47970,2
Cust14285,Multi-vehicle Collision,Total Loss,Ambulance,State4,City4,,1,0,YES,35899,7126,3630,25143,2
Cust14286,Single Vehicle Collision,Major Damage,Ambulance,State7,City7,,1,2,YES,80165,18127,13361,48677,1
Cust14287,Multi-vehicle Collision,Major Damage,Other,State3,City5,YES,2,1,YES,69691,13938,6969,48784,2
Cust14288,Multi-vehicle Collision,Minor Damage,Police,State7,City4,,1,2,YES,54588,5734,5734,43120,1
Cust1429,Multi-vehicle Collision,Major Damage,Ambulance,State4,City7,,0,0,NO,69680,8710,8710,52260,1
Cust14290,Vehicle Theft,Minor Damage,None,State8,City3,YES,2,1,YES,5667,878,559,4230,1
Cust14291,Vehicle Theft,Minor Damage,Police,State4,City1,NO,1,0,,4161,608,790,2763,2
Cust14292,Single Vehicle Collision,Minor Damage,Police,State7,City5,YES,0,2,,55892,5606,8324,41962,2
Cust14293,Parked Car,Trivial Damage,Police,State9,City7,,1,1,NO,5338,537,537,4264,1
Cust14294,Multi-vehicle Collision,Major Damage,Police,State5,City2,YES,2,0,NO,65328,12067,6034,47227,1
Cust14295,Multi-vehicle Collision,Minor Damage,Police,State5,City7,,0,2,YES,50461,5455,6818,38188,1
Cust14296,Multi-vehicle Collision,Minor Damage,Other,State4,City1,,0,1,YES,56326,6312,5828,44186,2
Cust14297,Single Vehicle Collision,Major Damage,Other,State4,City1,YES,1,2,NO,53919,5392,10784,37743,1
Cust14298,Multi-vehicle Collision,Major Damage,Ambulance,State5,City2,YES,2,0,NO,47138,8571,4285,34282,2
Cust14299,Multi-vehicle Collision,Major Damage,Other,State6,City3,,1,3,NO,82094,7396,14793,59905,2
Cust1430,Single Vehicle Collision,Total Loss,Fire,State5,City2,YES,2,3,NO,55700,5570,11140,38990,1
Cust14300,Multi-vehicle Collision,Major Damage,Ambulance,State5,City1,,1,3,YES,73660,6880,13759,53021,1
Cust14302,Multi-vehicle Collision,Minor Damage,Ambulance,State4,City7,,1,1,YES,60000,6706,6706,46588,1
Cust14303,Multi-vehicle Collision,Major Damage,Police,State9,City2,NO,1,0,NO,52762,5772,6179,40811,2
Cust14304,Parked Car,Minor Damage,None,State4,City3,YES,1,2,NO,6160,674,766,4720,2
Cust14305,Single Vehicle Collision,Major Damage,Fire,State5,City7,YES,0,1,YES,72717,9970,15129,47618,1
Cust14306,Single Vehicle Collision,Major Damage,Police,State5,City4,,1,1,,56793,6020,6020,44753,1
Cust14307,Multi-vehicle Collision,Major Damage,Ambulance,State4,City6,NO,1,2,YES,74718,15260,9314,50144,1
Cust14308,Multi-vehicle Collision,Major Damage,Other,State7,City6,NO,2,2,NO,74873,7409,14818,52646,2
Cust14309,Multi-vehicle Collision,Major Damage,Police,State6,City1,,2,1,NO,52383,5864,7232,39287,2
Cust1431,Multi-vehicle Collision,Total Loss,Ambulance,State3,City1,YES,1,2,YES,62370,5670,5670,51030,2
Cust14310,Single Vehicle Collision,Major Damage,Other,State5,City6,YES,1,2,NO,60810,10174,6705,43931,2
Cust14311,Vehicle Theft,Minor Damage,Police,State6,City7,,2,1,,4056,402,804,2850,2
Cust14312,Single Vehicle Collision,Minor Damage,Fire,State7,City2,NO,0,1,,44070,246,5447,38377,1
Cust14313,Single Vehicle Collision,Total Loss,Police,State7,City4,YES,1,1,,55789,6435,6435,42919,1
Cust14314,Parked Car,Minor Damage,Police,State7,City3,NO,2,2,NO,5808,623,823,4362,1
Cust14315,Single Vehicle Collision,Major Damage,Ambulance,State9,City6,NO,2,1,NO,98126,18382,18382,61362,1
Cust14317,Multi-vehicle Collision,Minor Damage,Ambulance,State5,City2,NO,0,2,,54177,11933,6086,36158,2
Cust14318,Multi-vehicle Collision,Major Damage,Other,State3,City7,NO,2,2,,77939,8263,13288,56388,1
Cust14319,Single Vehicle Collision,Major Damage,Police,State7,City1,,1,1,,57845,5983,5983,45879,1
Cust1432,Multi-vehicle Collision,Total Loss,Other,State8,City2,,0,0,YES,54340,9880,0,44460,2
Cust14320,Multi-vehicle Collision,Minor Damage,Ambulance,State4,City3,YES,1,1,,53892,11461,6503,35928,2
Cust14321,Single Vehicle Collision,Minor Damage,Ambulance,State6,City5,,0,2,NO,51550,11034,5517,34999,2
Cust14322,Single Vehicle Collision,Minor Damage,Fire,State7,City7,NO,1,1,NO,82919,11338,14316,57265,2
Cust14323,Single Vehicle Collision,Major Damage,Other,State4,City2,YES,1,3,,79533,6808,13617,59108,1
Cust14324,Single Vehicle Collision,Total Loss,Police,State5,City1,NO,1,0,YES,53293,6489,6489,40315,1
Cust14326,Single Vehicle Collision,Minor Damage,Ambulance,State8,City2,,0,1,YES,50740,0,5870,44870,1
Cust14327,Multi-vehicle Collision,Major Damage,Other,State8,City5,YES,2,2,YES,68861,12445,6222,50194,3
Cust14328,Vehicle Theft,Minor Damage,Police,State7,City3,NO,2,2,YES,5421,656,656,4109,1
Cust14330,Multi-vehicle Collision,Major Damage,Fire,State7,City1,YES,2,1,,25200,2885,2776,19539,2
Cust14331,Single Vehicle Collision,Minor Damage,Fire,State5,City1,YES,0,2,YES,70377,12634,9921,47822,2
Cust14333,Single Vehicle Collision,Major Damage,Other,State5,City7,YES,0,2,YES,65269,8951,11349,44969,2
Cust14334,Single Vehicle Collision,Minor Damage,Other,State3,City5,NO,1,0,NO,48891,9652,4826,34413,2
Cust14335,Multi-vehicle Collision,Major Damage,Ambulance,State4,City2,YES,1,0,,51821,5061,6276,40484,1
Cust14337,Multi-vehicle Collision,Major Damage,Police,State7,City4,,1,2,YES,76086,6946,17205,51935,2
Cust14338,Single Vehicle Collision,Major Damage,Fire,State9,City1,YES,2,0,NO,104600,10374,21607,72619,1
Cust14339,Single Vehicle Collision,Minor Damage,Other,State6,City5,NO,1,1,,83558,7830,7596,68132,2
Cust1434,Single Vehicle Collision,Minor Damage,Other,State5,City2,,2,3,YES,58500,11700,5850,40950,2
Cust14340,Parked Car,Trivial Damage,Police,State9,City7,,2,1,YES,4271,427,854,2990,2
Cust14341,Single Vehicle Collision,Total Loss,Ambulance,State7,City3,NO,1,2,YES,44232,4334,5227,34671,1
Cust14342,Single Vehicle Collision,Major Damage,Police,State7,City1,,2,1,,56548,8412,8412,39724,2
Cust14343,Multi-vehicle Collision,Major Damage,Other,State7,City2,,2,2,NO,76197,6942,13883,55372,2
Cust14344,Single Vehicle Collision,Total Loss,Police,State8,City3,,0,1,YES,49943,5764,5764,38415,1
Cust14345,Single Vehicle Collision,Major Damage,Fire,State5,City3,,1,1,NO,78883,7223,14319,57341,1
Cust14346,Single Vehicle Collision,Major Damage,Fire,State7,City6,,2,3,YES,76434,11542,9304,55588,1
Cust14347,Multi-vehicle Collision,Total Loss,Other,State8,City1,,0,2,YES,62067,11087,5544,45436,3
Cust14348,Single Vehicle Collision,Major Damage,Police,State5,City2,YES,1,2,NO,62953,9921,7821,45211,1
Cust14349,Vehicle Theft,Trivial Damage,None,State9,City7,,1,1,YES,5257,530,525,4202,1
Cust14350,Multi-vehicle Collision,Major Damage,Fire,State4,City5,NO,1,1,NO,67027,6703,6703,53621,1
Cust14351,Single Vehicle Collision,Major Damage,Ambulance,State4,City4,NO,1,2,YES,49005,6730,7361,34914,1
Cust14352,Multi-vehicle Collision,Major Damage,Ambulance,State9,City2,NO,0,3,,59536,6615,9880,43041,1
Cust14353,Multi-vehicle Collision,Minor Damage,Police,State5,City7,,1,2,YES,57174,4121,7669,45384,1
Cust14355,Multi-vehicle Collision,Minor Damage,Ambulance,State4,City6,,0,3,NO,58235,11239,6640,40356,2
Cust14356,Single Vehicle Collision,Minor Damage,Ambulance,State9,City3,NO,2,1,,59539,5264,8714,45561,2
Cust14357,Multi-vehicle Collision,Major Damage,Fire,State5,City5,,2,2,YES,74179,16713,10703,46763,2
Cust14358,Multi-vehicle Collision,Major Damage,Ambulance,State5,City3,NO,0,0,NO,47184,4982,4982,37220,2
Cust14359,Single Vehicle Collision,Major Damage,Police,State7,City6,YES,1,3,NO,39961,3293,6585,30083,2
Cust14360,Multi-vehicle Collision,Major Damage,Ambulance,State9,City2,,0,2,NO,48855,9915,4957,33983,2
Cust14361,Multi-vehicle Collision,Major Damage,Other,State8,City5,YES,2,1,,68967,13478,6739,48750,2
Cust14362,Multi-vehicle Collision,Major Damage,Police,State9,City6,NO,2,1,,71091,11498,7449,52144,2
Cust14363,Multi-vehicle Collision,Major Damage,Fire,State4,City3,NO,2,1,YES,41039,4104,4104,32831,2
Cust14364,Multi-vehicle Collision,Total Loss,Police,State7,City2,,1,1,NO,60112,4638,9215,46259,1
Cust14365,Multi-vehicle Collision,Major Damage,Police,State5,City2,YES,1,2,YES,50293,4930,5924,39439,1
Cust14367,Single Vehicle Collision,Minor Damage,Ambulance,State5,City5,YES,1,1,YES,62134,6149,6149,49836,1
Cust14368,Multi-vehicle Collision,Total Loss,Ambulance,State3,City3,NO,1,3,,74368,15126,14495,44747,1
Cust14369,Single Vehicle Collision,Minor Damage,Ambulance,State7,City2,NO,1,2,,46977,4720,9219,33038,1
Cust1437,Single Vehicle Collision,Major Damage,Fire,State6,City6,,1,2,,41850,4650,4650,32550,2
Cust14370,Single Vehicle Collision,Minor Damage,Ambulance,State6,City5,NO,1,0,,60906,10772,5570,44564,2
Cust14372,Single Vehicle Collision,Major Damage,Police,State3,City6,NO,2,1,NO,55855,5320,7974,42561,1
Cust14374,Single Vehicle Collision,Major Damage,Ambulance,State9,City1,NO,2,1,NO,103983,18958,18958,66067,1
Cust14375,Single Vehicle Collision,Major Damage,Fire,State7,City7,YES,0,1,YES,83105,14613,8052,60440,2
Cust14376,Single Vehicle Collision,Major Damage,Police,State4,City5,,2,3,,79624,15090,7545,56989,2
Cust14377,Single Vehicle Collision,Major Damage,Fire,State6,City3,NO,1,0,YES,51531,10172,5086,36273,2
Cust14378,Multi-vehicle Collision,Major Damage,Other,State6,City2,NO,2,2,YES,61011,12127,7673,41211,1
Cust1438,Parked Car,Trivial Damage,Police,State4,City3,,2,2,NO,6400,640,1280,4480,2
Cust14380,Multi-vehicle Collision,Major Damage,Other,State7,City1,,0,2,NO,62382,5902,11805,44675,1
Cust14381,Multi-vehicle Collision,Major Damage,Fire,State7,City6,NO,2,2,NO,76806,7245,16669,52892,2
Cust14382,Multi-vehicle Collision,Major Damage,Other,State7,City3,YES,0,3,,67644,10183,11973,45488,2
Cust14383,Multi-vehicle Collision,Major Damage,Fire,State6,City2,,2,1,NO,59855,13301,6651,39903,1
Cust14385,Multi-vehicle Collision,Total Loss,Ambulance,State4,City2,NO,0,0,YES,35860,3325,6471,26064,2
Cust14386,Multi-vehicle Collision,Major Damage,Ambulance,State5,City2,YES,2,2,,52616,10989,5495,36132,1
Cust14387,Single Vehicle Collision,Major Damage,Fire,State8,City7,YES,1,2,YES,44187,5406,5406,33375,1
Cust14388,Single Vehicle Collision,Total Loss,Other,State5,City1,YES,0,2,NO,55831,4732,8987,42112,1
Cust14389,Single Vehicle Collision,Major Damage,Fire,State7,City3,,2,3,,83713,15676,7838,60199,1
Cust1439,Vehicle Theft,Trivial Damage,Police,State9,City5,NO,1,1,NO,3190,580,290,2320,1
Cust14391,Single Vehicle Collision,Major Damage,Ambulance,State8,City7,NO,2,3,,68450,9909,9007,49534,2
Cust14392,Single Vehicle Collision,Total Loss,Ambulance,State8,City4,NO,1,1,YES,54426,5915,5915,42596,1
Cust14393,Single Vehicle Collision,Major Damage,Fire,State7,City5,,1,2,,73197,14118,7059,52020,1
Cust14394,Single Vehicle Collision,Major Damage,Police,State5,City5,NO,1,2,,72047,14409,7205,50433,1
Cust14397,Vehicle Theft,Trivial Damage,None,State4,City2,NO,0,3,YES,5394,536,935,3923,1
