CustomerLoyaltyPeriod,Policy_CombinedSingleLimit,Policy_Deductible,PolicyAnnualPremium,UmbrellaLimit,InsuredRelationship,CustomerID,PolicyMonth,PolicyYear
123,250/500,634,1367.25,0,unmarried,Cust12445,5,1991
286,500/1000,865,1522.72,0,husband,Cust12446,7,1991
174,100/300,772,1210.76,3267283,own-child,Cust12447,6,1998
158,500/1000,1000,1133.49,0,other-relative,Cust12448,8,2006
163,100/300,800,1465.71,0,husband,Cust12449,9,2007
403,100/300,917,1269.91,0,own-child,Cust12450,5,1998
159,100/300,1000,956.99,0,other-relative,Cust12451,12,2000
56,100/300,910,1274.49,0,not-in-family,Cust12453,9,2005
260,500/1000,1448,1236.74,0,own-child,Cust12454,7,2004
210,250/500,2000,1080.28,0,husband,Cust12455,5,2004
107,250/500,1000,1422.3,0,husband,Cust12456,8,1995
70,500/300,2000,1506.44,0,not-in-family,Cust12457,3,2014
247,100/300,1000,1228.19,4530822,other-relative,Cust12458,12,1999
223,100/300,500,1399.5,0,husband,Cust12459,10,2004
159,100/300,1842,1219.58,0,own-child,Cust12460,1,2002
359,250/500,563,1702.88,0,not-in-family,Cust12462,4,1997
154,100/300,1000,1458.36,0,not-in-family,Cust12463,12,2008
184,250/500,500,1461.39,4530133,husband,Cust12465,11,2006
41,500/1000,1000,1122.34,0,husband,Cust12467,11,2013
204,100/300,1340,1392.42,0,not-in-family,Cust12468,5,2004
164,250/500,685,1288.87,0,unmarried,Cust12469,4,1996
206,100/300,2000,1269.63,0,own-child,Cust12470,10,1999
223,250/500,500,1042.84,1937940,own-child,Cust12473,8,2006
49,250/500,1000,1169.56,0,not-in-family,Cust12474,5,2000
80,500/1000,1318,1389.03,0,unmarried,Cust12476,8,1997
160,250/500,1163,1290.35,0,unmarried,Cust12477,7,2005
115,250/500,701,1369.08,0,unmarried,Cust12478,5,1991
234,250/500,861,1584.01,0,unmarried,Cust12480,5,2002
285,500/1000,500,1112.12,0,own-child,Cust12481,2,2012
257,250/500,1681,1142.67,0,husband,Cust12482,9,2007
126,250/500,866,1414.11,0,wife,Cust12484,7,2003
253,500/1000,2000,1112.85,0,own-child,Cust12485,10,1996
177,250/500,1000,968.88,0,husband,Cust12486,11,1998
255,500/1000,2000,1314.4,5602155,wife,Cust12487,6,1995
189,500/1000,2000,1399.64,0,own-child,Cust12488,2,1993
180,250/500,500,1009.75,0,wife,Cust12489,6,2007
184,100/300,500,1239.33,0,not-in-family,Cust12490,3,2004
286,250/500,1011,1001.06,0,not-in-family,Cust12491,8,2000
349,250/500,1725,1285.0,0,husband,Cust12492,7,2003
114,250/500,925,1678.31,0,own-child,Cust12493,7,1991
221,500/1000,500,1136.39,0,husband,Cust12494,4,2005
376,250/500,525,1084.49,0,not-in-family,Cust12495,10,2007
160,250/500,665,1448.6,0,other-relative,Cust12496,11,1993
272,100/300,1045,1075.48,0,husband,Cust12497,8,2004
97,500/1000,1534,1276.53,0,unmarried,Cust12498,10,1994
85,250/500,1000,1614.7,0,husband,Cust12499,6,2011
167,250/500,832,958.68,0,own-child,Cust12500,12,1995
144,500/1000,869,1334.5,3694846,own-child,Cust12501,1,1995
267,250/500,1232,1374.2,0,other-relative,Cust12502,12,2008
278,250/500,959,1581.67,0,other-relative,Cust12503,3,2006
135,250/500,2000,1116.12,0,not-in-family,Cust12504,11,1997
368,500/1000,2000,1397.97,6659490,wife,Cust12505,12,2011
251,100/300,1000,998.39,0,other-relative,Cust12506,5,1994
396,250/500,500,1120.31,0,wife,Cust12507,6,1991
235,100/300,2000,757.81,0,own-child,Cust12508,5,2006
239,500/1000,500,1396.76,0,own-child,Cust12510,7,2008
287,500/1000,1000,1368.89,0,own-child,Cust12511,12,2003
135,100/300,1389,1312.79,3555959,not-in-family,Cust12512,8,2005
277,500/1000,1000,1239.35,0,own-child,Cust12513,10,2009
338,250/500,2000,1093.82,5878763,unmarried,Cust12514,5,2009
138,100/300,1597,1318.33,0,not-in-family,Cust12515,8,2007
264,100/300,1825,1519.62,0,husband,Cust12517,3,2008
132,500/1000,500,1424.3,0,wife,Cust12518,5,1998
271,500/1000,1024,1367.91,0,not-in-family,Cust12523,2,1997
128,500/1000,1000,1330.56,0,husband,Cust12525,6,2008
275,500/1000,1000,1445.89,0,other-relative,Cust12526,7,1999
158,250/500,744,1074.67,0,other-relative,Cust12527,7,1999
313,100/300,2000,1269.54,0,husband,Cust12528,12,1994
118,100/300,1413,989.06,0,husband,Cust12529,5,2003
211,100/300,985,1260.57,0,husband,Cust12530,3,2009
265,100/300,619,1119.06,0,not-in-family,Cust12531,6,2010
128,500/1000,678,1067.87,0,husband,Cust12532,10,1996
260,500/300,708,1445.7,0,own-child,Cust12534,9,2007
243,100/300,500,1293.48,0,husband,Cust12535,3,1997
398,500/1000,950,1133.57,4000000,other-relative,Cust12536,12,1999
264,500/1000,983,1242.12,136714,other-relative,Cust12537,9,1992
276,250/500,1000,1374.12,661946,husband,Cust12539,6,2014
231,250/500,500,1113.49,0,not-in-family,Cust12540,6,2000
176,250/500,1389,1524.18,0,other-relative,Cust12541,7,2000
153,100/300,936,1129.41,0,other-relative,Cust12545,5,1991
126,500/1000,638,-1.0,0,husband,Cust12547,2,2000
103,250/1000,682,1181.43,0,husband,Cust12548,8,2005
66,100/300,562,1468.35,0,not-in-family,Cust12549,9,1991
125,100/300,500,1261.02,0,husband,Cust12551,4,2013
218,250/500,751,903.64,0,husband,Cust12552,8,2002
148,500/1000,627,-1.0,0,unmarried,Cust12553,7,2004
75,100/300,907,1259.78,4185875,own-child,Cust12555,9,2000
247,500/1000,985,1248.8,0,own-child,Cust12557,7,2013
200,500/1000,500,1350.25,0,husband,Cust12558,6,2003
273,100/300,1000,1515.52,5131573,other-relative,Cust12559,6,1995
424,250/500,1984,913.32,0,husband,Cust12560,6,1990
207,100/300,1164,1356.01,0,wife,Cust12563,4,2005
331,500/1000,2000,1015.12,0,other-relative,Cust12564,4,1995
270,500/1000,2000,1188.95,0,own-child,Cust12565,12,2002
169,500/1000,2000,1093.61,0,own-child,Cust12566,8,1999
146,100/300,500,1429.47,0,wife,Cust12569,3,2014
186,250/500,500,1346.5,0,wife,Cust12571,10,2013
55,500/1000,500,1214.28,7894951,own-child,Cust12572,2,2010
146,250/500,2000,1191.31,0,not-in-family,Cust12573,9,1995
131,250/500,1020,1077.07,0,husband,Cust12575,4,2001
102,500/1000,1863,1734.8,0,other-relative,Cust12576,8,1995
238,250/500,500,860.03,0,other-relative,Cust12578,11,1997
287,500/1000,1000,1384.86,0,husband,Cust12579,12,2002
83,100/300,612,1323.53,3446057,unmarried,Cust12580,9,2002
196,250/500,1000,1568.44,5866651,other-relative,Cust12581,5,1992
233,100/300,1951,1183.61,0,wife,Cust12582,6,2008
264,100/300,917,1088.07,4998000,own-child,Cust12583,9,2009
248,500/1000,500,1059.47,0,husband,Cust12584,4,2006
165,500/1000,569,1325.12,0,own-child,Cust12587,2,1992
102,250/500,959,1189.71,0,not-in-family,Cust12588,8,1993
461,250/500,717,902.5,3396548,husband,Cust12589,5,2005
101,500/1000,951,1281.37,585088,unmarried,Cust12592,9,1992
166,500/500,1000,1084.88,1679629,not-in-family,Cust12593,8,2000
262,500/1000,1843,1048.14,0,other-relative,Cust12594,11,1997
207,250/500,2000,1380.93,0,wife,Cust12595,8,1995
261,250/500,1000,1256.75,0,other-relative,Cust12596,6,2005
96,500/1000,1928,1354.01,0,not-in-family,Cust12598,12,1996
130,100/300,800,1021.28,2395952,wife,Cust12600,5,2006
203,100/300,500,1280.72,0,husband,Cust12602,2,1991
107,250/500,1000,1050.95,1452604,own-child,Cust12603,5,2002
138,500/1000,1000,995.48,0,other-relative,Cust12604,8,2010
88,100/300,1000,1345.63,0,other-relative,Cust12606,5,2001
113,250/500,874,846.3,0,unmarried,Cust12609,9,2002
139,250/500,970,1460.18,0,husband,Cust12610,7,1990
86,500/1000,568,1865.12,0,husband,Cust12611,11,2001
200,100/300,500,1383.28,4382912,husband,Cust12612,5,1997
163,500/1000,1270,1112.28,0,unmarried,Cust12613,11,1996
139,500/1000,1745,1215.62,0,not-in-family,Cust12615,9,2002
244,500/1000,930,1366.67,0,unmarried,Cust12616,12,2007
115,250/500,2000,1175.38,0,own-child,Cust12617,10,2001
53,250/500,733,1064.6,0,unmarried,Cust12618,9,2007
209,250/500,1349,1404.13,0,husband,Cust12619,2,2001
161,100/300,970,1072.3,0,husband,Cust12621,6,2001
39,250/500,1166,1261.07,830282,husband,Cust12622,8,2006
206,250/500,1291,1200.74,0,own-child,Cust12626,11,2002
337,500/1000,2000,1262.05,2957477,wife,Cust12631,9,2007
226,100/300,1880,1342.77,0,not-in-family,Cust12633,4,2009
135,500/1000,541,1581.24,414703,own-child,Cust12634,1,1991
107,100/300,1545,974.6,0,husband,Cust12635,4,2004
92,100/300,636,1478.87,0,not-in-family,Cust12636,8,1993
251,100/300,1000,1434.1,1011867,not-in-family,Cust12637,11,2007
206,250/500,1002,1302.49,5987992,unmarried,Cust12638,7,2014
230,250/500,2000,1055.34,0,own-child,Cust12639,6,1999
154,100/300,1225,1184.94,1126491,husband,Cust12640,6,2009
298,100/300,1000,1367.98,0,wife,Cust12642,11,1993
79,500/1000,1326,1390.96,0,own-child,Cust12643,8,1998
324,100/300,1439,1240.78,3924892,unmarried,Cust12644,6,1993
264,100/300,1000,1254.07,0,wife,Cust12645,12,1995
349,250/500,500,1780.09,162419,wife,Cust12646,7,2012
264,500/1000,982,1241.99,141681,other-relative,Cust12647,9,1992
382,100/300,2000,1002.28,0,other-relative,Cust12648,6,2002
280,500/1000,2000,1412.54,6870561,wife,Cust12649,3,1991
83,250/500,516,1245.52,0,unmarried,Cust12651,9,2008
160,250/500,500,952.0,0,unmarried,Cust12652,10,2009
242,250/500,500,1098.75,0,husband,Cust12653,8,2002
97,100/300,500,1115.79,0,own-child,Cust12654,1,2004
220,100/300,1000,1216.11,0,not-in-family,Cust12655,5,2011
143,500/1000,2000,1238.43,0,husband,Cust12656,4,2012
142,250/500,823,1014.39,0,husband,Cust12657,2,1997
164,500/1000,1765,1235.41,0,own-child,Cust12658,7,2008
299,250/500,500,1140.04,2852362,other-relative,Cust12659,11,1998
148,500/300,1000,1411.65,5472414,husband,Cust12660,8,2009
250,100/300,1000,999.33,0,other-relative,Cust12661,5,1994
222,100/300,1000,1208.03,4471887,husband,Cust12662,2,2010
255,250/500,2000,1291.6,0,own-child,Cust12663,11,2011
279,250/500,500,1155.33,4217493,not-in-family,Cust12664,4,2011
196,250/500,1842,856.39,0,other-relative,Cust12666,8,1997
83,500/1000,500,1462.03,4584593,husband,Cust12667,3,2007
143,250/500,2000,1505.76,0,unmarried,Cust12668,10,2001
98,500/1000,690,1093.67,1862609,wife,Cust12669,10,1997
101,250/500,1000,1406.96,0,husband,Cust12671,9,1997
333,250/500,500,1451.45,2876402,own-child,Cust12672,12,2002
85,100/300,616,1475.99,0,not-in-family,Cust12673,8,1993
251,250/500,1000,1294.21,6609157,other-relative,Cust12674,11,2012
155,250/500,1000,2041.82,0,other-relative,Cust12676,1,2010
154,500/1000,635,-1.0,0,own-child,Cust12677,8,1998
317,100/300,500,1433.79,0,wife,Cust12678,3,2000
282,250/500,833,1394.09,0,wife,Cust12680,8,2008
168,100/300,1506,974.66,0,not-in-family,Cust12681,10,1995
6,100/1000,970,1352.93,0,wife,Cust12682,2,2011
101,500/1000,616,1059.71,4603843,unmarried,Cust12683,11,1996
224,100/300,1000,1178.31,0,own-child,Cust12684,9,2003
182,250/500,500,1739.64,4064332,unmarried,Cust12687,3,1998
355,100/300,652,1076.15,4870381,wife,Cust12689,10,1995
129,100/300,1000,1154.47,0,wife,Cust12690,7,2003
207,250/500,743,1547.48,0,other-relative,Cust12691,2,1999
197,500/1000,1418,1035.36,0,wife,Cust12692,6,1998
218,250/500,1110,1269.32,0,husband,Cust12693,10,2000
295,100/300,1000,1278.85,0,unmarried,Cust12694,9,1991
341,500/1000,639,905.53,0,own-child,Cust12695,7,2004
217,100/300,806,1546.98,0,own-child,Cust12696,3,2007
162,250/500,995,1501.79,40845,husband,Cust12698,1,2000
101,500/1000,2000,1075.63,0,unmarried,Cust12699,8,1997
367,100/300,652,1599.35,0,own-child,Cust12700,10,2002
405,500/1000,1000,1350.86,0,own-child,Cust12701,7,2010
164,500/1000,542,1379.22,0,own-child,Cust12702,2,1992
193,500/1000,991,1281.92,0,not-in-family,Cust12703,2,2011
253,250/500,1593,1427.77,0,own-child,Cust12704,12,2007
209,500/1000,933,1265.79,0,wife,Cust12705,7,2004
406,500/300,1908,1179.73,276006,unmarried,Cust12706,8,2010
256,250/500,500,1304.06,4242347,unmarried,Cust12707,9,2007
140,500/1000,577,1268.45,0,unmarried,Cust12709,8,2005
287,250/500,500,1505.35,2765028,own-child,Cust12710,12,1999
107,100/300,500,1336.54,0,husband,Cust12711,4,2014
131,250/500,795,1000.16,0,unmarried,Cust12712,6,1996
262,100/300,591,997.76,0,not-in-family,Cust12713,6,2008
277,100/300,1000,1551.67,45937,own-child,Cust12715,7,2012
157,100/300,500,1404.31,288226,wife,Cust12716,8,1993
161,100/300,1000,1378.71,0,other-relative,Cust12717,4,2007
98,500/1000,1058,1454.61,0,husband,Cust12718,9,1997
157,500/1000,1576,1141.95,0,wife,Cust12719,5,1998
228,500/1000,2000,1131.44,0,unmarried,Cust12720,3,2012
121,500/1000,931,1876.32,0,husband,Cust12721,11,2009
158,100/300,894,1321.43,1270858,wife,Cust12722,4,2005
95,250/500,2000,1708.73,0,own-child,Cust12723,9,1993
207,250/500,2000,1386.4,0,wife,Cust12724,7,1995
34,250/500,559,1018.99,6078891,unmarried,Cust12725,3,2010
282,100/300,500,1247.92,6844002,wife,Cust12726,6,2009
100,100/300,500,756.72,0,other-relative,Cust12727,10,2007
196,500/1000,2000,1295.42,5949663,unmarried,Cust12732,5,1993
461,250/500,735,893.73,3177816,own-child,Cust12733,6,2004
150,100/300,870,1302.26,1558979,own-child,Cust12735,4,2006
135,100/300,644,1333.54,0,own-child,Cust12736,4,1992
276,100/1000,814,1474.76,0,husband,Cust12737,9,2005
265,250/500,1000,1406.01,0,other-relative,Cust12738,5,2007
262,100/300,1112,894.16,0,unmarried,Cust12740,9,2001
335,250/500,1211,1526.67,0,husband,Cust12742,6,1999
42,100/300,1602,1137.15,0,own-child,Cust12743,7,2002
434,250/500,500,1077.34,0,unmarried,Cust12744,11,2008
55,250/500,2000,1450.92,0,not-in-family,Cust12745,6,2000
229,500/1000,2000,1598.04,285398,other-relative,Cust12746,8,1997
202,100/500,1000,1131.87,0,not-in-family,Cust12747,9,1997
293,500/1000,1154,1204.41,0,own-child,Cust12748,8,1994
61,250/500,1693,846.16,0,unmarried,Cust12749,6,2010
242,500/1000,961,1256.92,0,wife,Cust12750,7,2012
176,250/500,1372,1061.36,0,husband,Cust12751,11,1995
358,250/500,1917,1444.7,415555,not-in-family,Cust12752,5,1995
91,500/1000,2000,1046.69,0,own-child,Cust12753,7,1996
162,250/500,1199,1276.71,0,husband,Cust12754,8,1995
185,250/500,2000,-1.0,0,own-child,Cust12755,5,2002
91,500/1000,500,983.58,0,other-relative,Cust12756,5,1993
263,250/500,530,1306.29,0,unmarried,Cust12757,2,2003
242,500/1000,832,1374.07,0,husband,Cust12758,11,2004
127,500/1000,820,891.06,2157848,unmarried,Cust12759,8,2010
102,500/1000,1000,1186.58,0,husband,Cust12760,11,2010
306,500/1000,500,-1.0,0,other-relative,Cust12761,6,2011
57,250/500,500,1334.47,137298,not-in-family,Cust12762,7,1996
300,250/500,2000,1138.3,0,unmarried,Cust12763,10,2002
160,250/500,1000,1533.61,2079790,wife,Cust12764,8,2000
136,250/500,1309,1176.04,0,not-in-family,Cust12765,6,2007
285,500/1000,1000,1530.8,0,other-relative,Cust12766,9,2003
156,100/300,500,1382.04,0,wife,Cust12767,2,2014
145,500/1000,887,1321.51,3867518,own-child,Cust12770,1,1995
267,100/300,1816,1210.03,0,not-in-family,Cust12771,7,1996
185,100/300,924,1737.64,2545086,unmarried,Cust12772,12,2012
161,250/500,623,1466.61,0,other-relative,Cust12773,12,1994
157,250/500,500,961.85,0,unmarried,Cust12774,10,2009
159,500/1000,774,1336.86,0,husband,Cust12776,4,2001
446,100/300,1000,1335.37,0,other-relative,Cust12777,12,1992
341,250/500,1000,1038.62,0,husband,Cust12778,7,2005
166,250/500,1282,1613.87,0,other-relative,Cust12779,7,2000
205,250/500,500,1350.8,0,husband,Cust12780,4,1999
134,100/300,1440,1324.01,0,unmarried,Cust12782,5,2002
253,100/300,1086,1270.81,0,husband,Cust12783,8,2005
342,250/500,1405,1173.85,0,not-in-family,Cust12784,4,2001
194,250/500,500,1111.37,5181848,own-child,Cust12785,5,2006
230,250/500,500,1069.1,2778194,husband,Cust12786,5,2000
232,500/1000,2000,1243.66,1990462,not-in-family,Cust12787,3,1994
221,500/1000,2000,1190.88,0,unmarried,Cust12788,7,2011
190,250/500,500,1330.84,0,wife,Cust12789,10,2012
427,500/300,2000,1156.68,0,wife,Cust12793,11,2002
254,250/500,1000,1043.21,0,other-relative,Cust12796,4,1996
180,250/500,1613,1512.01,1549777,unmarried,Cust12798,2,2008
230,250/500,2000,1286.54,0,not-in-family,Cust12800,12,1992
458,100/300,2000,1374.06,0,husband,Cust12801,7,2004
64,500/1000,1000,1086.33,1889802,other-relative,Cust12803,5,2009
98,100/300,630,1252.34,0,unmarried,Cust12805,10,2011
110,500/1000,2000,1247.17,0,own-child,Cust12806,1,1995
193,250/500,1000,1521.71,5444292,other-relative,Cust12808,5,1992
129,500/1000,1000,1395.39,0,own-child,Cust12809,9,1995
84,250/500,1791,1192.64,3163875,not-in-family,Cust12813,4,2001
145,100/300,671,1268.94,0,husband,Cust12814,11,2000
291,250/500,2000,1242.95,0,other-relative,Cust12815,8,2001
41,500/1000,1000,1252.59,3895769,own-child,Cust12816,3,2001
311,500/1000,2000,1241.93,2524176,wife,Cust12820,8,2006
195,500/1000,2000,1140.26,0,other-relative,Cust12821,9,1997
252,500/1000,1000,1562.48,0,husband,Cust12822,8,2014
142,100/300,2000,1139.43,0,wife,Cust12824,11,2006
105,250/500,2000,1531.18,0,husband,Cust12825,10,2004
161,500/1000,708,1142.67,0,unmarried,Cust12827,7,2000
89,500/1000,1000,1174.03,5224912,own-child,Cust12834,7,2002
108,500/1000,1022,1334.77,0,not-in-family,Cust12835,12,2007
175,250/500,874,942.65,0,own-child,Cust12836,12,1995
287,500/1000,793,1167.36,7804641,own-child,Cust12837,8,1996
52,500/1000,1000,1176.49,0,husband,Cust12838,7,1992
199,100/300,2000,1123.5,0,husband,Cust12840,7,1996
151,500/1000,2000,1037.84,0,other-relative,Cust12842,5,2004
20,250/500,2000,1462.54,0,husband,Cust12844,5,1993
231,100/300,1000,1289.89,0,husband,Cust12845,5,2009
248,500/1000,1200,1158.97,0,other-relative,Cust12846,3,1996
247,500/1000,745,1127.16,0,own-child,Cust12847,2,2007
221,250/500,830,1347.12,0,other-relative,Cust12848,3,1991
105,250/500,858,1238.29,0,not-in-family,Cust12849,6,1993
422,250/500,543,1365.37,0,wife,Cust12850,4,1994
170,500/1000,500,1261.94,2842771,not-in-family,Cust12851,7,1996
170,100/300,1000,1601.05,0,wife,Cust12852,3,2010
29,100/300,2000,1141.1,0,husband,Cust12854,6,2001
413,100/300,1877,1408.23,0,husband,Cust12855,2,2004
187,500/1000,1053,1137.87,0,not-in-family,Cust12857,11,2001
314,250/500,1853,1680.17,5973446,not-in-family,Cust12858,4,2013
128,250/500,836,1092.06,0,wife,Cust12860,7,2010
149,500/1000,501,1415.08,0,husband,Cust12862,1,1991
140,500/1000,1000,1016.55,0,other-relative,Cust12863,11,2009
101,100/300,898,1340.43,0,other-relative,Cust12864,3,2004
240,100/300,2000,1236.43,0,other-relative,Cust12866,6,2001
222,100/300,593,1432.82,0,not-in-family,Cust12867,3,1991
235,250/1000,500,1359.48,0,wife,Cust12868,4,1995
267,100/300,500,959.06,0,wife,Cust12869,10,1997
176,100/300,2000,1142.11,0,unmarried,Cust12871,4,2010
196,100/300,544,1330.63,0,not-in-family,Cust12872,7,2011
188,250/500,920,907.96,2520443,other-relative,Cust12874,11,2002
259,500/1000,1562,1304.22,3371536,wife,Cust12875,5,2007
292,100/300,909,1350.91,0,not-in-family,Cust12876,11,1998
195,250/500,1116,1259.89,0,not-in-family,Cust12877,5,2003
330,100/300,1764,1271.97,1101594,own-child,Cust12878,9,2007
140,500/1000,500,1234.37,2232038,wife,Cust12880,1,2000
265,500/1000,828,1232.2,0,not-in-family,Cust12883,6,2008
420,250/500,1887,919.52,0,husband,Cust12884,6,1990
86,500/1000,1000,1431.62,0,husband,Cust12885,11,1991
220,250/500,500,1035.88,0,other-relative,Cust12886,8,1999
215,100/300,2000,1260.46,941097,husband,Cust12887,11,2007
253,250/300,1823,1074.7,4935497,husband,Cust12889,8,1993
285,100/300,1376,1068.95,5247997,other-relative,Cust12891,1,2011
73,250/500,609,1476.1,0,husband,Cust12892,9,2010
239,100/300,1650,1060.53,0,husband,Cust12893,12,2008
184,100/300,884,1460.07,0,own-child,Cust12894,11,1994
361,100/300,740,1144.36,0,not-in-family,Cust12895,12,2003
49,500/1000,1075,1571.0,0,own-child,Cust12896,3,2014
137,250/500,2000,1222.7,1784220,husband,Cust12898,12,1997
315,250/500,1625,1266.33,0,own-child,Cust12899,8,1999
113,100/300,500,1344.27,0,not-in-family,Cust12900,6,1995
151,100/300,1227,-1.0,1137064,wife,Cust12901,7,2000
201,250/500,500,1493.25,0,not-in-family,Cust12902,3,2010
200,100/300,799,1273.98,0,wife,Cust12903,5,2003
278,100/300,1000,1502.22,5667040,other-relative,Cust12904,6,1993
236,500/1000,500,1396.88,0,husband,Cust12905,7,2008
315,100/300,567,1704.66,399945,unmarried,Cust12906,10,2006
141,500/1000,2000,985.15,0,own-child,Cust12907,7,2000
273,500/1000,2000,1065.68,1620676,wife,Cust12908,4,2002
277,100/300,1216,1449.35,0,wife,Cust12909,4,1995
152,250/500,1288,1067.4,0,not-in-family,Cust12910,9,1992
238,100/300,928,1308.53,0,wife,Cust12911,9,2003
187,100/300,2000,1189.12,0,wife,Cust12913,10,1990
72,500/1000,500,1175.78,2151612,wife,Cust12914,10,1998
184,100/300,559,1086.47,0,own-child,Cust12915,4,2007
468,250/500,971,1572.24,0,not-in-family,Cust12916,4,1993
268,250/500,526,1458.16,0,other-relative,Cust12917,3,2004
221,500/500,2000,941.21,466661,own-child,Cust12918,11,2004
441,100/500,500,954.94,0,wife,Cust12919,6,2000
445,100/300,2000,1140.56,0,other-relative,Cust12920,5,1999
171,250/1000,500,1327.9,0,unmarried,Cust12921,11,2011
174,250/500,500,1158.84,0,other-relative,Cust12922,7,2007
135,500/1000,1000,1438.59,421558,husband,Cust12923,7,2000
265,500/1000,946,1057.06,0,husband,Cust12924,1,2009
138,500/1000,1593,1552.79,0,unmarried,Cust12926,9,1994
164,500/1000,500,1385.81,0,own-child,Cust12929,1,1992
154,250/500,710,1098.27,2524808,other-relative,Cust12930,8,2003
213,100/300,500,1627.51,112580,not-in-family,Cust12931,12,2002
346,100/300,636,1158.57,0,own-child,Cust12932,4,2001
